id,gen,smile,source,score,weight
AADG,2,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12,generated,-7.7,376.45300000000015
AABB,1,CC(C)(C)c1cccc(CNC(=O)c2cccc(-c3ccccn3)c2)c1,generated,-7.7,344.458
AAIO,2,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1ccc(CNCc2ccccc2)cc1)C(=O)c1ccc(NCc2ccccc2)cc1,generated,-7.7,855.096
AAJN,2,CC(=O)NCCNC(=O)C1CCCCC1C(=O)NC(CC(C)C)C(=O)O,generated,-7.7,369.46200000000016
AAFU,2,O=C(C=Cc1ccc(O)c(O)c1)N(Cc1ccc(O)cc1)Cc1ccc(O)c(O)c1,generated,-7.7,407.42200000000014
AADJ,1,CC(c1ccc(F)cc1)N(Cc1ccc(Cl)cc1)Cc1ccc(C(N)=O)cc1,generated,-7.7,396.89300000000014
ABKS,0,Cc1ccc(Cl)cc1C(c1ccc(OCc2nn(C)c(=O)[nH]2)cc1)C(C)C,generated,-7.6,385.89500000000015
ABCN,0,CCN(CC)S(=O)(=O)N(CC(=O)Nc1ccc(Cl)c(C)c1)Cc1ccc(N2CCOCC2)cc1,generated,-7.6,509.0720000000004
AAEQ,1,COc1ccc(CN(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(C)=O)cn1,generated,-7.6,433.55200000000013
ABOZ,0,COc1ccc(CCN(C(=O)Nc2ccccc2)c2nccnc2N)cc1,generated,-7.6,363.42100000000016
AAHU,1,Cc1cccc(NS(=O)(=O)c2cccc(C(=O)NC(C)C(N)=O)c2)c1,generated,-7.6,361.42300000000006
AABS,2,CC(C)(C)CC(CC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,generated,-7.6,374.4370000000001
AANK,0,COc1ccc(C=C2N=C(c3ccccc3)Oc3ccccc32)cc1,generated,-7.6,327.3830000000001
AAVN,0,CCOc1ccc(OCC)c(Nc2nc(Nc3ccccc3OC)nc(-c3ccccc3)n2)c1,generated,-7.6,457.53400000000016
AAKW,2,CC(C)(C)NC(=O)C1CCCCC1C(=O)NC(Cc1ccccc1)C(=O)O,generated,-7.6,374.48100000000005
AAKL,2,CC1CCCC(C(=O)NCCc2ccc(F)c(Br)c2)CC1C(=O)NC(Cc1ccccc1)C(=O)O,generated,-7.6,547.4650000000003
AAJR,2,O=C(C=Cc1ccc(O)c(O)c1)C(Cc1ccc(O)c(O)c1)c1ccc(O)cc1,generated,-7.6,392.40700000000015
AAAZ,1,O=C(C=Cc1ccccc1)N(Cc1ccccc1)CC(O)c1ccccc1,generated,-7.6,357.4530000000001
AAEM,2,CC(C)(C)NC(=O)C(CC(=O)O)CC(=O)NCc1ccc(O)c(O)c1,generated,-7.6,352.38699999999994
AANX,1,CCCC(CO)NC(=O)c1cccc(OC)c1NC(=O)C(Cc1ccccc1)NC(=O)c1ccc(C)cc1,generated,-7.6,517.6260000000003
AAOB,0,CC(Nc1cc(-c2ccc(C#N)cc2)ccc1O)C(=O)NC1CCCCC1,generated,-7.6,363.4610000000001
AAVS,0,Cc1cc(C)c(COc2ccc(-c3cccc(CN4CCCCC4)c3)cc2)cn1,generated,-7.6,386.53900000000016
AAGB,1,CCOc1ccc(OCC)c(Nc2nc(Nc3cccc(OC)c3)nc(Oc3ccc(OC)cc3OC)n2)c1,generated,-7.6,533.5850000000003
AAAB,1,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C1CC2CCCCC2CN1CC(O)COCC(O)CNCC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(N)=O,generated,-7.6,1071.331
AAFN,1,CC(C)(C)[PH](O)(Cc1ccccc1)C(O)CN1CCN(c2ccccc2)CC1,generated,-7.6,402.5190000000002
AAJU,1,CC(C)(C)c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1,training,-7.6,329.44300000000004
AAAN,1,CC(C)C(NC(=O)c1ccc2nc(NC3C=CC(CC(N)=O)CC3)sc2c1)c1ccccc1,generated,-7.6,462.61900000000026
AANT,1,CN(C)C(=O)COc1ccc(-c2cc(CN3CCCCC3)ccc2-c2ccccc2)cc1,generated,-7.6,428.57600000000014
AAHW,1,Cc1cccc(NS(=O)(=O)c2ccc(CNC(=O)c3ccc(O)cc3)cc2)c1,generated,-7.6,396.46800000000013
AAHX,1,O=C(C=Cc1ccc(SCCNC(=O)c2cc(-c3ccccc3)c(Cc3ccccc3)[nH]2)cc1)c1ccccc1,generated,-7.6,542.7040000000002
AAZG,0,O=C(Nc1ccc(Cl)cc1)c1cnc(-c2ccccc2)nc1N1CCCCC1,generated,-7.6,392.8900000000002
AAFU,1,O=C(Nc1ccc(-c2ccccc2)cc1)c1ccc(OCc2ccccc2)cc1,generated,-7.6,379.4590000000002
AAJF,1,CC1CN(C(=O)COc2cccc(C(N)=O)c2)CC(C)(C)C1,generated,-7.6,304.3900000000001
ABNS,0,CCc1ccccc1Nc1nc(N2CCOCC2)nc(N2CCN(C(=O)OC(C)(C)C)CC2)n1,generated,-7.6,469.5900000000003
ABGJ,0,NC(=O)C1NC(Cc2cnc[nH]2)C(CC(C(F)(F)F)C(Cl)(Cl)Cl)N1,generated,-7.6,408.63899999999984
AABZ,1,Cc1ccc(CNc2ccc(-c3cc(=O)[nH]c(NC(=O)CCC(C)C)n3)cc2)cc1,generated,-7.6,404.5140000000002
AAGK,1,CC(C)N(Cc1ccccc1)Cc1ccccc1N1CCN(Cc2ccccc2)CC1,generated,-7.6,413.6090000000002
AAOZ,0,COC(=O)c1cccc(OC(=O)c2ccc(C)c(Cl)c2)c1,generated,-7.5,304.72900000000004
AAGS,1,O=C(CC12CC3CC(CC(C3)C1)C2)NCc1ccccn1,training,-7.5,284.403
AADO,1,O=C(OC(C(=O)NCCOCc1ccccc1)c1ccccc1)c1ccccc1,generated,-7.5,389.45100000000014
AAIT,1,COC(=O)NC(C(O)CN(CC(C)C)CC(O)C(Cc1ccccc1)NC(=O)C(C)(C)C)C(C)(C)C,generated,-7.5,507.7160000000003
AASI,0,COc1ccc(C(=O)c2ccc(C=C(C)c3cc4ccccc4[nH]3)cc2)cc1,generated,-7.5,367.448
ABFD,0,COc1cccc(CN(C)c2nccc(Nc3ccc(C)nn3)n2)c1,generated,-7.5,336.39900000000006
ABQV,0,NC(Cc1ccc(-c2cccc(Oc3ccc(-c4ccccc4)cc3)c2)cc1)C(=O)O,generated,-7.5,409.48500000000007
AAMA,0,Nc1ncc(-c2ccc3c(c2)CCN(C(=O)C2CCCCC2)CC3)nn1,generated,-7.5,351.4540000000002
AAAJ,0,Cc1cc(C)cc(C(=O)N(CC(=O)NO)c2ccc(Cl)cc2)c1,generated,-7.5,332.7870000000001
AAAD,0,CCOC(=O)C1=C(C(=O)OCC)C(c2cccc(Cl)c2)NC(=O)N1,generated,-7.5,352.774
ABHX,0,Cc1ccc(-c2cc(-c3ccccc3O)nc(-c3ccco3)n2)cc1,generated,-7.5,328.3710000000001
ABNF,0,O=C(Nc1ccc(-c2csc(Nc3ccc(F)cc3)n2)o1)c1ccccc1,generated,-7.5,379.41600000000005
ABSZ,0,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,manual,-7.5,505.6370000000003
AAIP,0,Cc1ccc(-c2cnc(NCc3ccc4c(c3)OCO4)nc2)cc1,generated,-7.5,319.3640000000001
AAJW,1,CC(C)C(NC(=O)OCc1ccccc1)C(O)CN(Cc1ccccc1)Cc1ccc(Br)cc1,generated,-7.5,525.4870000000002
ABIS,0,CN1CCC(N(C)Cc2cc(-c3ccc(Cl)cc3)c3c(n2)OCCO3)CC1,generated,-7.5,387.9110000000003
AAOL,1,CC(C)N(Cc1ccccc1)Cc1cccc2ccccc12,generated,-7.5,289.422
AABK,2,NC(=O)C(Cc1ccccc1)(Cc1ccc(O)cc1)C(=O)O,generated,-7.5,299.32599999999996
AAIO,1,O=C(NCCC(O)(c1ccccc1)c1ccccc1)Nc1ccccc1,generated,-7.5,346.43000000000006
AATD,0,COc1ccccc1-c1ccc(C=C2C=NN(C3CCCCC3)C2=O)cc1,generated,-7.5,360.45700000000016
AACP,2,CC1CN(C(=O)C(Cc2ccccc2)NC(=O)OC2CCCCC2)CCN1C(=O)C(CC(N)=O)NC(=O)c1ccc(N)cc1,generated,-7.5,606.7240000000004
ABAT,0,Cc1nc(N)nc(-c2ccc3nc(C4CCCCC4)[nH]c3c2)n1,generated,-7.5,308.3889999999999
AABO,2,O=C(O)CC1(CO)OCC2OC(c3ccccc3)C2C2CCCC1C2,generated,-7.4,346.4230000000002
AABX,2,CC1=CCC2C(C(C)CC(O)C2(C)C)C1(C)C,generated,-7.4,236.399
AACG,2,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CCC(N)=O)S(=O)(=O)c1ccc(O)cc1,generated,-7.4,489.5940000000003
AALD,2,COC(=O)NC(C)C1CCCCC1C(=O)NC(Cc1ccccc1)C(=O)Nc1ccc(O)cc1,generated,-7.4,467.56600000000014
ABKF,0,Nc1nc(SC(Cc2ccc(O)cc2)C(=O)O)n(S(=O)(=O)c2ccccc2)n1,generated,-7.4,420.47200000000015
AAUV,0,Cc1cc(NC(=O)CSc2nnc(-c3ccccc3)n2C2CC2)on1,generated,-7.4,355.4230000000002
AAXI,0,NC1=NC(c2cccc(C(F)(F)F)c2)(N2CCOCC2)C(=O)N1,generated,-7.4,328.2940000000001
ABLS,0,CC1(C)CC(=O)C(CC(=O)Nc2ccc(-c3cccc(Cl)c3)cc2)=C(OCc2ccccc2)C1,generated,-7.4,474.00000000000017
AABO,1,CN1CCN(c2ccc3c(c2)OCCO3)CC1CCCCCOC(=O)c1ccc2c(c1)OCO2,generated,-7.4,468.5500000000004
AAMD,1,CC(C)CN(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,generated,-7.4,460.61800000000017
AANY,1,NC(=O)C(Nc1ccc2c(C=Cc3ccccc3)n[nH]c2c1)c1ccccc1,generated,-7.4,368.44000000000005
AADS,1,Cc1cccc(N2Cc3ccccc3C(=NO)C2=O)c1,generated,-7.4,266.3
AAGR,1,COc1ccc(NC(=O)CC2(C)Cc3ccccc3C2)cc1,generated,-7.4,295.382
AAFE,1,CC(=O)Nc1ccc(Nc2cc(-c3ccccc3)ccc2NC(=O)c2ccccc2)cc1,generated,-7.4,421.50000000000017
AAGO,1,O=C(NCC(O)CN(Cc1ccccc1)C(=O)Cc1ccc(OCc2ccc(F)cc2)cc1)c1ccccc1,generated,-7.4,526.6080000000003
AAMP,1,COc1ccccc1-c1cc(Nc2ccc(NC(C)=O)cc2)n(-c2ccccc2Cl)n1,generated,-7.4,432.9110000000002
ABJI,0,CC(C)COc1cc(-c2ccco2)ccc1C(=O)NC(C(F)(F)F)C(F)(F)F,generated,-7.4,409.326
AASW,0,CCC1CCC(C(=O)Nc2nnc(-c3ccncc3)o2)CC1,generated,-7.4,300.36200000000014
AARB,0,Cc1ccc(S(=O)(=O)n2cc(C#N)c3ccccc32)cc1,generated,-7.4,296.35100000000006
AAII,0,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cc2ccccc2c(=O)[nH]1,generated,-7.4,348.2800000000001
AAGZ,1,CCOP(=O)(CO)NC(=O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12,generated,-7.4,442.40500000000026
ABJW,0,COc1ccc(C(=O)C(=Cc2cccc(Br)c2)C(=O)NCc2ccco2)cc1OC,generated,-7.4,470.31900000000013
AAXR,0,CC(NC(=O)NCc1ccccc1-n1cccn1)c1ccccn1,generated,-7.4,321.384
AAXM,0,COC(=O)C1=C(C)NC(N)=Nc2ccc(-c3ccc(OC)cc3)cc21,generated,-7.4,337.37900000000013
ABRR,0,Fc1cccc(COc2cc(-c3ncc[nH]3)cc(N3CCCCC3)n2)c1,generated,-7.4,352.41300000000024
ABSB,0,CCc1cc(-c2cc(-n3ccnc3)nc(-c3ccc(Cl)cc3)n2)no1,generated,-7.4,351.79699999999997
ABPU,0,CC(C)(C)C(=O)Nc1ccc(CC2CCCN2c2ccc(Cl)cc2)cc1,generated,-7.4,370.92400000000004
AAYX,0,CC(NC(=O)CCC(=O)Nc1ccc(Cl)cc1)c1ncc(C(F)(F)F)cc1Cl,generated,-7.4,434.2450000000002
AAVV,0,CC1CCCN1c1cccc(CC(=O)N2CCCC2c2ccccc2)n1,generated,-7.4,349.478
ABQM,0,Cc1cc(NS(=O)(=O)N2CCN(c3noc4cc(F)ccc34)CC2)no1,generated,-7.4,381.3890000000002
ABAB,0,COc1ccc(NC(=O)C2CC3CCC2(C)C3(C)C)cc1,generated,-7.4,287.403
AAKS,0,N#CC(C(=O)c1ccc(Cl)cc1)c1ccc2c(c1)OCCO2,generated,-7.4,313.7400000000001
AAFA,0,Cc1ccc(Oc2cc3c(cc2Cl)C(=O)c2ccccc2C3=O)cc1,generated,-7.4,348.78500000000014
AAND,1,CC(C)(C)c1ccc(NC(=O)Cc2ccccc2)cc1,generated,-7.4,267.372
AAYF,0,COc1ccccc1CNS(=O)(=O)c1ccc2c(c1)CCC(=O)N2,training,-7.4,346.40800000000013
AAJC,0,CC(C=Nn1cnnc1)c1ccc(OCc2cccc(OC(F)(F)F)c2)cc1,generated,-7.4,390.36500000000007
ABFQ,0,Cc1nc(CCNC(=O)Nc2ccc(F)cc2Cl)c2c(C)noc2n1,generated,-7.4,363.78000000000014
AAIA,0,O=C(Nc1nc2ccccc2[nH]1)c1ccc(-n2ccnc2)nc1,generated,-7.3,304.3130000000001
ABAZ,0,CC(=O)N(Cc1ccc(C)cc1)C1CCN(c2ccccc2)CC1,generated,-7.3,322.45200000000006
ABRD,0,CC(C)(C)OC(=O)N1CC(=Cc2cccc(OC(F)(F)F)c2)C(=O)NC1=O,generated,-7.3,386.32600000000014
ABLC,0,Cc1cc(Nc2ccc(Cl)c(C(=O)NCCO)c2)c2ccccc2n1,generated,-7.3,355.8250000000001
ABHI,0,Cc1cccc(CN2CCN(C3CCCC3)C(=O)C2=Cc2ccc(N(C)C)cc2)c1,generated,-7.3,403.57000000000016
AATZ,0,Cc1ccc(-c2nnc(NCc3ccccc3)s2)cc1NC(=O)C(C)C,generated,-7.3,366.4900000000002
ABNL,0,COc1ccc(S(=O)(=O)CC2C(=O)NC(=O)N(CC(=O)N3CCCC3)C2=O)cc1,generated,-7.3,423.4470000000003
AAZW,0,COc1cc(C2CC(c3ccccc3)=NN2c2ccc(Cl)cc2)cc(OC)c1O,generated,-7.3,408.88500000000016
AAYR,0,O=C(O)C(Cc1ccccc1)C(CCN1C(=O)CCCC1=O)c1ccccc1,generated,-7.3,379.4560000000001
AAGV,1,CC(C)(C)c1ccc(C=Cc2ccc(OCc3ccccc3)cc2)cc1,generated,-7.3,342.482
ABFX,0,CC(C)(C)c1ccc(C(=O)NCC2(O)CC(c3ccccc3)CC2c2ccccc2)cc1,generated,-7.3,427.58800000000014
ABBN,0,Cc1cccc(CS(=O)(=O)c2ccc(C)c(C(=O)NC3CC3)c2)c1,generated,-7.3,343.4480000000001
AAHF,2,CCC(=O)NCC(C)(C)CC(C)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12,generated,-7.3,543.705
ABOM,0,Cc1ccc(C2=C(c3ccccc3)C(=O)N(CCc3ccc(O)cc3)C2=O)cc1,generated,-7.3,383.44700000000006
AAZX,0,O=C(O)C1Cc2ccccc2CN1C(=O)c1ccc(Cl)c(Cl)c1,generated,-7.3,350.20099999999996
ABOK,0,CN(C)C(=O)CC1CCC(Oc2cc(-c3n[nH]c4ccccc34)ncn2)CC1,generated,-7.3,379.46400000000017
AAGS,0,O=C(c1ccc(Oc2cccnc2)cc1)n1c2ccccc2c2ccccc21,generated,-7.3,364.40400000000017
AAII,1,O=C(Cc1ccc(Cl)cc1)N(Cc1ccccc1)Cc1cccc(Br)c1,generated,-7.3,428.7570000000002
AABC,2,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc(NCc2ccccc2)cc1,generated,-7.3,374.52800000000013
AAOY,1,CC1=C(C(=O)OC(C)(C)C)C(=O)C(C)(C)CN1CC(O)C(Cc1ccccc1)NC(=O)O,generated,-7.3,446.54400000000015
AACP,1,CC(C)(C)CC(NC(=O)CC1OC(CO)C(O)C(O)C1O)C(=O)NC1CCCC1,generated,-7.3,416.51500000000016
AABV,1,CC(C)(C)c1ccc(NCc2ccc3ccccc3n2)cc1,generated,-7.3,290.41
AABQ,1,CC(C)(C)NC(=O)C(Cc1ccccc1)NCC(O)c1ccc2ccccc2n1,generated,-7.3,391.51500000000016
AAWG,0,COc1ccc(-n2cc(COc3ccc(C(=O)NS(=O)(=O)c4ccco4)cc3)nn2)cc1,generated,-7.3,454.46400000000017
AAOH,1,CC(=O)NC(CO)c1ccc(OCc2cccc(C(C)C)c2)cc1,generated,-7.3,327.4240000000001
AABD,1,CC1CCC(NC(=O)C2CCC(=O)NC(c3ccccc3)C2)CC1,generated,-7.3,328.45600000000013
AAMF,1,CC(C)C(NC(=O)CC(O)(C(=O)O)c1ccccc1)c1ccccc1,generated,-7.3,341.4070000000001
AANJ,1,CC(=O)NC(CO)c1ccc(OCc2cc(C)nc(N(C)C)n2)cc1,generated,-7.3,344.415
AAFX,1,NC(=O)c1ccccc1NC(=O)CCC(c1ccccc1)c1ccccc1,generated,-7.3,358.441
AAKX,1,CNC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C(CCCNC(=O)OC)NC(=O)CCCCC(C)C,generated,-7.3,885.0759999999997
AABF,1,O=C(CC1CCCC1)Nc1cccc(OCC(=O)NC(Cc2ccccc2)c2ccccc2)c1,generated,-7.3,456.5860000000001
AADE,1,O=C(Cc1ccc(Oc2ccccc2)cc1)c1ccccc1,generated,-7.3,288.346
ABBQ,0,O=C(Nc1ccc2[nH]c(=O)c(=O)[nH]c2c1)c1ccc(Cl)cc1,generated,-7.3,315.716
AAUJ,0,NC(=O)c1cnc(NCc2ccccc2Cl)nc1Cc1ccc(F)cc1,generated,-7.3,370.81500000000017
AAAJ,2,O=C(NCC(c1ccccc1)c1ccccc1)c1ccc(Br)cc1,generated,-7.3,380.285
AAES,1,CN(C)c1cccc(CNC(=O)c2cccc(OCc3ccccc3)c2)c1,generated,-7.3,360.45700000000005
AASY,0,CC(C)C(CO)NC(=N)Nc1ccc(NC(=O)Nc2cccc3ccccc23)cc1,generated,-7.2,405.5020000000002
AAAV,0,Cc1ccc(NC(=O)CN2C(=O)CC(C)C2=O)cc1C,generated,-7.2,274.32
AAQP,0,Cc1cc(NC(=O)C(C)Oc2ccc3c(c2)OCO3)sc1C,generated,-7.2,319.38200000000006
ABCS,0,CC1CCCN(S(=O)(=O)c2ccc3nnc(-c4ccco4)n3n2)C1,generated,-7.2,347.40000000000015
ABBR,0,O=C(O)C1(Cc2ccc3c(c2)OCO3)CCCCC1,generated,-7.2,262.30499999999995
ABIP,0,COc1ccc(CN(C)C(=O)NCc2cccc(Oc3ccccc3)c2)cc1,generated,-7.2,376.45600000000013
ABQN,0,CC(C)=CCCC(C)=CCCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC4(C)C3CCC12C,generated,-7.2,496.8640000000004
ABKT,0,COc1ccc(C=CC(=O)NCCc2ccc(OCc3cccc(C(=O)O)c3)cc2)cc1,generated,-7.2,431.48800000000017
AAIZ,1,CCCC(CC)c1ccccc1C1CCN(Cc2cccc(OC)c2)CC1,generated,-7.2,365.56100000000015
ABET,0,COc1ccc(C(=O)c2c(C)nn(Cc3ccc(F)cc3)c2N)cc1OC,generated,-7.2,369.3960000000001
ABBC,0,COc1ccc(C(C)NC(=O)Cc2c(C)n[nH]c2C)cc1,generated,-7.2,287.363
ABFE,0,O=C(C(=Cc1ccco1)N1CCN(c2ccccc2)CC1)c1ccccc1,generated,-7.2,358.44100000000014
AAGQ,1,NC(=O)C(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1,generated,-7.2,330.4310000000001
AADT,0,C=C1C(O)CC(=C(c2ccccc2)c2ccc(Cl)cc2)C2CCC1O2,generated,-7.2,352.86100000000016
AAZP,0,Nc1ccc2c(c1)C(=O)NC2c1cc(Cl)c2ccccc2c1,generated,-7.2,308.7680000000001
AAUW,0,O=C(Nc1ccc(C(F)(F)F)cc1)c1ccccc1C(=O)C1CCCCC1,generated,-7.2,375.3900000000002
AAWJ,0,Cc1ccc(-c2nc3ccccc3c3cc(C)ccc23)c(C)c1,generated,-7.2,297.40100000000007
ABCT,0,CC(Oc1ccccc1)C(=O)Nc1ccc(-n2ccnc2)nc1,training,-7.2,308.341
AAAU,1,NS(=O)(=O)c1ccc(C(=O)Nc2ccc(NC(=O)CCC(CC(=O)O)C(=O)O)cc2)cc1,generated,-7.2,463.46800000000025
AAAG,1,O=C(Nc1ccc2c(c1)OCO2)C1CC2CCCCC2CN1CCCO,generated,-7.2,360.4540000000002
AAEG,1,CC(C)(C)OC(=O)N1CCC(NCC(O)CN2CCN(c3ccccc3C(C)(C)C)CC2)CC1,generated,-7.2,474.6900000000004
ABKA,0,CC(C)(C)NC(=O)Nc1ccccc1NC(=O)NC1CCCCC1O,generated,-7.2,348.44700000000023
ABKI,0,CC(C)C(NC(=O)Cc1ccc(Cl)c(Cl)c1)c1nc2ccccc2[nH]1,generated,-7.2,376.28700000000015
AAKR,0,CCC(CC)N(C)c1cc(C)c(C)c(C)c1Sc1ccc(OC)cc1,generated,-7.2,357.56300000000016
AADD,1,CN(C)c1ccc(Nc2cc(-c3ccccc3)cc([N+](=O)[O-])c2)cc1,generated,-7.2,333.39100000000013
AAPB,0,NC(=Nc1ccc(-n2ccc3ccccc32)cc1)NCc1ccccc1,generated,-7.2,340.4300000000001
ABSE,0,O=c1c2ccccc2nnn1-c1c(F)cc(F)cc1F,generated,-7.2,277.205
AAYT,0,Cc1nc(O)c(C(=O)Nc2ccc(Oc3ccccc3)cc2)nc1C,generated,-7.2,335.36300000000006
AAYE,0,O=C(Nc1ccc(Br)cn1)c1ccc(-c2cccnc2)[nH]c1=O,generated,-7.2,371.19400000000013
ABEP,0,CC1=C(Cc2cccc(N3CCCC3)c2)C(=O)C(C)=C(c2ccccc2)C1=O,generated,-7.2,371.48
AAVK,0,CC(=O)NCC1CN(c2cc(C(F)(F)F)ccc2C(F)(F)F)CCO1,generated,-7.2,370.2930000000002
AASK,0,O=C(Cc1ccc(Cl)cc1)NNC(=O)CC(c1ccccc1)c1ccc(F)cc1,generated,-7.2,410.87600000000015
AANJ,0,N#Cc1ccccc1-c1ccc(-c2ccc(C(=O)NC3CC3)cc2)cc1,generated,-7.2,338.41000000000014
ABBD,0,COc1cccc(-c2cc3c([nH]2)CCN(c2ncccn2)CC3)c1,generated,-7.2,320.39600000000013
ABBT,0,CCCCCCCCCCCCCCC(=O)Nc1cccc(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)c1,generated,-7.2,613.8430000000002
ABHA,0,CN1C(=O)CC(C)(C2CCN(C(=O)COc3ccc(OC(F)(F)F)cc3)CC2)NC1=O,generated,-7.2,443.42200000000014
AAKJ,2,O=C(Nc1ccc(-c2ccccc2)cc1)c1ccc(O)c(O)c1,generated,-7.2,305.33299999999997
AAFA,2,COC(=O)NC(C(=O)NC(c1ccccc1)c1ccccc1)c1ccccc1,generated,-7.2,374.44000000000005
AACF,2,CC(C)(C)NC(=O)C1CC2CCCCC2CN1Cc1ccc(F)cc1,generated,-7.2,346.4899999999999
AACW,1,Cc1cccc(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1,training,-7.1,303.427
AAIE,0,CC(NC(=O)c1cccc(O)c1)c1ccccc1S(C)(=O)=O,generated,-7.1,319.38200000000006
AAUL,0,Cc1ccc(C(NC(=O)c2ccc(C)o2)c2ccc(Br)cc2)cc1,generated,-7.1,384.273
AAWA,0,Cc1cc(C)nc(Nc2cc(-c3ccccc3)c(=O)n(C)c2C#N)n1,generated,-7.1,331.37900000000013
AADP,0,Cn1cc(-c2ccc(-n3cc(C(F)(F)F)nn3)cc2)ccc1=O,generated,-7.1,320.274
ABHR,0,Cc1ccc(-c2ccc(N3CCC(N4CCCCC4)CC3)nn2)o1,generated,-7.1,326.444
AAHK,0,CC1CCN(C(=O)Cn2nnc(-c3cccc(Cl)c3)n2)CC1,generated,-7.1,319.7960000000001
AAXB,0,O=C(O)CCCCN1CCN(c2ccc(Nc3ncnc(Nc4ccc(Br)cc4)n3)cc2)CC1,generated,-7.1,526.4390000000002
ABRP,0,O=C(Cn1nc(-c2ccccc2)oc1=O)NCCc1ccccn1,generated,-7.1,324.3400000000001
ABMW,0,COc1ccc2oc(=O)c3ccc(OCC4CCCCC4)cc3c(=O)c2c1,generated,-7.1,366.4130000000001
AAWV,0,O=C(CC1CCCCC1)Nc1cccc(S(=O)(=O)NC2CCCCC2)c1,generated,-7.1,378.5380000000001
AAHN,0,CC(C)(C)c1cccc(C2CC(c3ccc(F)cc3)=NO2)c1,generated,-7.1,297.373
ABLH,0,CC(NC(=O)c1cnc(-c2ccccc2)nc1)c1ccncc1,training,-7.1,304.353
AASA,0,CC(C)CNC(=O)C(NC(=O)Nc1ccn(Cc2ccccc2)c1)c1ccccc1,generated,-7.1,404.51400000000007
AADD,0,COc1ccc(Nc2cc(-c3ccccc3)nc(N)n2)cc1,generated,-7.1,292.342
ABJV,0,Cc1cc(=O)n2sc(-c3ccc(C)c(C)c3)cc2n1,generated,-7.1,270.357
AAJN,1,O=C(CCC(O)(Cc1ccccc1)c1ccccc1)c1ccccc1,generated,-7.1,330.42700000000013
AACX,2,O=C(C=Cc1ccc(O)cc1O)N(Cc1ccc(F)cc1)Cc1ccc(O)c(O)c1,generated,-7.1,409.4130000000001
AAII,2,O=C(NCCc1ccccc1)c1ccc(C=CC(=O)N(Cc2ccccc2)Cc2ccc(O)cc2)cc1,generated,-7.1,490.6030000000002
AABV,2,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)c1ccc(-c2ccccc2)cc1,generated,-7.1,434.624
ABJC,0,COc1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1OC,training,-7.1,282.2990000000001
ABAW,0,CC1(C)CCC(CN2CCC(c3ccc(C#N)cc3)CC2)CC1,generated,-7.1,310.4850000000002
AARF,0,N#Cc1ccccc1-c1cccc(S(=O)(=O)NCc2ccco2)c1,generated,-7.1,338.3880000000001
ABGO,0,CC(C)(C)c1ccc(OCCC(=O)N2CCC3(CC2)OCCO3)cc1,generated,-7.1,347.45500000000015
AACC,1,CC(C)CN(Cc1ccccc1)C(=O)Cc1ccccc1,generated,-7.1,281.399
AAKU,1,CCN(CC(C)C)C(=O)c1cccc(C(=O)NC2CCCC2)c1,generated,-7.1,316.44500000000016
AANA,1,COc1ccc(-c2cc(Nc3ccc(NC(C)=O)cc3)cc([N+](=O)[O-])c2)cc1,generated,-7.1,377.40000000000015
AAED,0,O=[N+]([O-])c1ccc(NCc2ccccc2[N+](=O)[O-])cc1,generated,-7.1,273.248
AAEC,1,CC(C)=CCCC(C)=CCCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC4(C)C3CCC12C,generated,-7.1,496.8640000000004
AABC,1,COC(=O)c1ccccc1NCC1=NC=CC=C2C=CC(OC)=CC=C21,generated,-7.1,348.40200000000016
AAFP,1,CCOP(=O)(COc1ccc(Nc2cc(OC)cc(OC)cc2=O)cc1)C(=O)OC,generated,-7.1,437.38500000000016
