id,gen,smile,source,score
AAIL,1,CC(C)=C(CC(O)C(O)C(O)C(O)c1ccccc1)C(=O)NC1c2ccccc2CC1O,generated,-8
AAKW,1,CC(C)(C)c1ccccc1N1CCN(Cc2cccc(C(F)(F)F)c2)CC1,generated,-7.9
AAEB,1,CCSc1ccccc1C(=O)NC(C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(O)CN(CC(=O)O)CC(C)C)C(C)C,generated,-7.9
AAHV,1,O=C(CC12CC3CC(CC(C3)C1)C2)NCc1ccccc1,training,-7.9
AAIQ,1,Cc1cccc(NS(=O)(=O)c2ccc(CNC(=O)c3cccc(C)c3)cc2)c1,generated,-7.9
AACT,1,CC(C)CN(CC(O)C(CC(N)=O)NC(=O)OC1COC2OCCC12)S(=O)(=O)O,generated,-7.9
AAEU,1,CC(=O)NC(C(=O)NC(Cc1cn(C)c(=O)[nH]1)c1ccccc1)C(C)(C)C,generated,-7.9
ABSP,0,CCCC1(CCc2ccccc2)CC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,hiv,-7.9
AAFT,1,CC(C)(C)NC(=O)C(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1,generated,-7.9
ABSR,0,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,hiv,-7.9
ABTG,0,COC(=O)NC(C(=O)NCCCCC(CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,manual,-7.9
AAJZ,0,CC(C)(C)c1ccc(-c2cc(OCc3cccc(C(=O)O)c3)c(CC(=O)O)s2)cc1,generated,-7.9
ABTE,0,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,manual,-7.9
AAGJ,1,Cc1cccc(NS(=O)(=O)c2ccc(NC(=O)c3cc(C)cc(C(F)(F)F)c3)cc2)c1,generated,-7.9
AACZ,1,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccccc1,generated,-7.8
AAEX,1,CC(C)S(=O)(=O)Nc1ccc(-c2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3)c2)cc1,generated,-7.8
AAMN,1,CC1(C)CC=C(COc2ccc(CCc3ccccc3)cc2)CCCC1,generated,-7.8
AAJQ,1,CC(C)(C)CC(NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccccc1,generated,-7.8
ABST,0,COC(=O)NC(C(=O)NCCCCC(CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,hiv,-7.8
AANY,0,CS(=O)(=O)N1CCCC(c2nnnn2-c2ccc(F)cc2)C1,generated,-7.8
AAXD,0,CN(C(=O)C1(Nc2ncccn2)CC1)c1cccc2ccccc12,generated,-7.8
ABSY,0,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,manual,-7.8
AALN,0,CC(C)(C)C(=O)NC(=Nc1ccc([N+](=O)[O-])cc1)NS(=O)(=O)c1ccc(C(F)(F)F)cc1,generated,-7.8
ABRH,0,CC(C)(C)n1c(Cc2ccccc2)nc2ccccc2c1=O,generated,-7.8
ABTF,0,CCOP(=O)(COc1ccc(CC(NC(=O)OC2COC3OCCC23)C(O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)cc1)OCC,manual,-7.8
ABTC,0,CCCC1(CCc2ccccc2)CC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,manual,-7.8
AAFI,0,O=C(CC12CC3CC(CC(C3)C1)C2)NCc1ccccn1,training,-7.8
AAGM,1,O=C(C=Cc1ccc([N+](=O)[O-])cc1)N(Cc1ccccc1)Cc1ccccc1,generated,-7.8
AAMI,1,CC1CN(Cc2ccccc2)CC(CO)N1CC(O)COc1ccc2ncccc2n1,generated,-7.8
ABRA,0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2Cl)n(-c2ccccc2)n1,generated,-7.8
AAHO,1,Cc1ccc(Cl)c(C(=O)NC(CC(=O)O)C(=O)Nc2ccc(C(=O)OC(C)C)cc2)c1,generated,-7.7
AAGL,1,CC(C)N(Cc1ccccc1)Cc1cccc2ccc(O)cc12,generated,-7.7
AAKM,1,O=C(Cc1ccccc1)N(Cc1ccccc1)CC1CCCCC1,generated,-7.7
AAED,1,CCOP(=O)(OCC)c1ccc(OCc2cc(-c3ccccc3)ccc2-c2ccccc2)cc1,generated,-7.7
AACV,1,Cc1ccc(CN(Cc2ccccc2)S(=O)(=O)c2cccc(OCc3cccc(C)c3)c2)cc1,generated,-7.7
AAAT,1,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12,generated,-7.7
ABRO,0,CC(C)(C)OC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cc(Cl)ccc32)CC1,generated,-7.7
AATY,0,O=C(Nc1ccc(Cl)cc1)N1CCC(n2cc(-c3ccccc3)nn2)CC1,generated,-7.7
AATQ,0,COc1ccc2c(OCC3OC(CO)C(O)C(O)C3O)cccc2c1,generated,-7.7
ABCB,0,O=C(Nc1ccc(-c2nnnn2-c2ccccc2)cc1)c1ccc(Cl)cc1Cl,generated,-7.7
AAWY,0,CC(NC(=O)Cn1c(=O)oc2ccccc21)c1cccs1,generated,-7.7
ABSM,0,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,hiv,-7.7
AADJ,1,CC(c1ccc(F)cc1)N(Cc1ccc(Cl)cc1)Cc1ccc(C(N)=O)cc1,generated,-7.7
AABB,1,CC(C)(C)c1cccc(CNC(=O)c2cccc(-c3ccccn3)c2)c1,generated,-7.7
AAZG,0,O=C(Nc1ccc(Cl)cc1)c1cnc(-c2ccccc2)nc1N1CCCCC1,generated,-7.6
AANT,1,CN(C)C(=O)COc1ccc(-c2cc(CN3CCCCC3)ccc2-c2ccccc2)cc1,generated,-7.6
AAHW,1,Cc1cccc(NS(=O)(=O)c2ccc(CNC(=O)c3ccc(O)cc3)cc2)c1,generated,-7.6
AAFN,1,CC(C)(C)[PH](O)(Cc1ccccc1)C(O)CN1CCN(c2ccccc2)CC1,generated,-7.6
AAAB,1,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C1CC2CCCCC2CN1CC(O)COCC(O)CNCC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(N)=O,generated,-7.6
AAGB,1,CCOc1ccc(OCC)c(Nc2nc(Nc3cccc(OC)c3)nc(Oc3ccc(OC)cc3OC)n2)c1,generated,-7.6
AAJU,1,CC(C)(C)c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1,training,-7.6
AAAN,1,CC(C)C(NC(=O)c1ccc2nc(NC3C=CC(CC(N)=O)CC3)sc2c1)c1ccccc1,generated,-7.6
AAGK,1,CC(C)N(Cc1ccccc1)Cc1ccccc1N1CCN(Cc2ccccc2)CC1,generated,-7.6
AAHX,1,O=C(C=Cc1ccc(SCCNC(=O)c2cc(-c3ccccc3)c(Cc3ccccc3)[nH]2)cc1)c1ccccc1,generated,-7.6
AAFU,1,O=C(Nc1ccc(-c2ccccc2)cc1)c1ccc(OCc2ccccc2)cc1,generated,-7.6
AAJF,1,CC1CN(C(=O)COc2cccc(C(N)=O)c2)CC(C)(C)C1,generated,-7.6
ABNS,0,CCc1ccccc1Nc1nc(N2CCOCC2)nc(N2CCN(C(=O)OC(C)(C)C)CC2)n1,generated,-7.6
ABGJ,0,NC(=O)C1NC(Cc2cnc[nH]2)C(CC(C(F)(F)F)C(Cl)(Cl)Cl)N1,generated,-7.6
AABZ,1,Cc1ccc(CNc2ccc(-c3cc(=O)[nH]c(NC(=O)CCC(C)C)n3)cc2)cc1,generated,-7.6
AAVS,0,Cc1cc(C)c(COc2ccc(-c3cccc(CN4CCCCC4)c3)cc2)cn1,generated,-7.6
AAVN,0,CCOc1ccc(OCC)c(Nc2nc(Nc3ccccc3OC)nc(-c3ccccc3)n2)c1,generated,-7.6
ABKS,0,Cc1ccc(Cl)cc1C(c1ccc(OCc2nn(C)c(=O)[nH]2)cc1)C(C)C,generated,-7.6
ABCN,0,CCN(CC)S(=O)(=O)N(CC(=O)Nc1ccc(Cl)c(C)c1)Cc1ccc(N2CCOCC2)cc1,generated,-7.6
AAOB,0,CC(Nc1cc(-c2ccc(C#N)cc2)ccc1O)C(=O)NC1CCCCC1,generated,-7.6
AAEQ,1,COc1ccc(CN(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(C)=O)cn1,generated,-7.6
ABOZ,0,COc1ccc(CCN(C(=O)Nc2ccccc2)c2nccnc2N)cc1,generated,-7.6
AAHU,1,Cc1cccc(NS(=O)(=O)c2cccc(C(=O)NC(C)C(N)=O)c2)c1,generated,-7.6
AAAZ,1,O=C(C=Cc1ccccc1)N(Cc1ccccc1)CC(O)c1ccccc1,generated,-7.6
AANK,0,COc1ccc(C=C2N=C(c3ccccc3)Oc3ccccc32)cc1,generated,-7.6
AANX,1,CCCC(CO)NC(=O)c1cccc(OC)c1NC(=O)C(Cc1ccccc1)NC(=O)c1ccc(C)cc1,generated,-7.6
AATD,0,COc1ccccc1-c1ccc(C=C2C=NN(C3CCCCC3)C2=O)cc1,generated,-7.5
AAIO,1,O=C(NCCC(O)(c1ccccc1)c1ccccc1)Nc1ccccc1,generated,-7.5
AAOL,1,CC(C)N(Cc1ccccc1)Cc1cccc2ccccc12,generated,-7.5
ABIS,0,CN1CCC(N(C)Cc2cc(-c3ccc(Cl)cc3)c3c(n2)OCCO3)CC1,generated,-7.5
AAJW,1,CC(C)C(NC(=O)OCc1ccccc1)C(O)CN(Cc1ccccc1)Cc1ccc(Br)cc1,generated,-7.5
AAIP,0,Cc1ccc(-c2cnc(NCc3ccc4c(c3)OCO4)nc2)cc1,generated,-7.5
AAAJ,0,Cc1cc(C)cc(C(=O)N(CC(=O)NO)c2ccc(Cl)cc2)c1,generated,-7.5
ABSZ,0,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,manual,-7.5
ABNF,0,O=C(Nc1ccc(-c2csc(Nc3ccc(F)cc3)n2)o1)c1ccccc1,generated,-7.5
ABHX,0,Cc1ccc(-c2cc(-c3ccccc3O)nc(-c3ccco3)n2)cc1,generated,-7.5
AAAD,0,CCOC(=O)C1=C(C(=O)OCC)C(c2cccc(Cl)c2)NC(=O)N1,generated,-7.5
ABAT,0,Cc1nc(N)nc(-c2ccc3nc(C4CCCCC4)[nH]c3c2)n1,generated,-7.5
AAMA,0,Nc1ncc(-c2ccc3c(c2)CCN(C(=O)C2CCCCC2)CC3)nn1,generated,-7.5
AAOZ,0,COC(=O)c1cccc(OC(=O)c2ccc(C)c(Cl)c2)c1,generated,-7.5
ABQV,0,NC(Cc1ccc(-c2cccc(Oc3ccc(-c4ccccc4)cc3)c2)cc1)C(=O)O,generated,-7.5
ABFD,0,COc1cccc(CN(C)c2nccc(Nc3ccc(C)nn3)n2)c1,generated,-7.5
AASI,0,COc1ccc(C(=O)c2ccc(C=C(C)c3cc4ccccc4[nH]3)cc2)cc1,generated,-7.5
AAIT,1,COC(=O)NC(C(O)CN(CC(C)C)CC(O)C(Cc1ccccc1)NC(=O)C(C)(C)C)C(C)(C)C,generated,-7.5
AADO,1,O=C(OC(C(=O)NCCOCc1ccccc1)c1ccccc1)c1ccccc1,generated,-7.5
AAGS,1,O=C(CC12CC3CC(CC(C3)C1)C2)NCc1ccccn1,training,-7.5
AAVV,0,CC1CCCN1c1cccc(CC(=O)N2CCCC2c2ccccc2)n1,generated,-7.4
AAXM,0,COC(=O)C1=C(C)NC(N)=Nc2ccc(-c3ccc(OC)cc3)cc21,generated,-7.4
AAXR,0,CC(NC(=O)NCc1ccccc1-n1cccn1)c1ccccn1,generated,-7.4
ABSB,0,CCc1cc(-c2cc(-n3ccnc3)nc(-c3ccc(Cl)cc3)n2)no1,generated,-7.4
ABPU,0,CC(C)(C)C(=O)Nc1ccc(CC2CCCN2c2ccc(Cl)cc2)cc1,generated,-7.4
AAYX,0,CC(NC(=O)CCC(=O)Nc1ccc(Cl)cc1)c1ncc(C(F)(F)F)cc1Cl,generated,-7.4
ABQM,0,Cc1cc(NS(=O)(=O)N2CCN(c3noc4cc(F)ccc34)CC2)no1,generated,-7.4
ABFQ,0,Cc1nc(CCNC(=O)Nc2ccc(F)cc2Cl)c2c(C)noc2n1,generated,-7.4
ABAB,0,COc1ccc(NC(=O)C2CC3CCC2(C)C3(C)C)cc1,generated,-7.4
AAKS,0,N#CC(C(=O)c1ccc(Cl)cc1)c1ccc2c(c1)OCCO2,generated,-7.4
AAFA,0,Cc1ccc(Oc2cc3c(cc2Cl)C(=O)c2ccccc2C3=O)cc1,generated,-7.4
AAYF,0,COc1ccccc1CNS(=O)(=O)c1ccc2c(c1)CCC(=O)N2,training,-7.4
AAJC,0,CC(C=Nn1cnnc1)c1ccc(OCc2cccc(OC(F)(F)F)c2)cc1,generated,-7.4
ABJW,0,COc1ccc(C(=O)C(=Cc2cccc(Br)c2)C(=O)NCc2ccco2)cc1OC,generated,-7.4
ABRR,0,Fc1cccc(COc2cc(-c3ncc[nH]3)cc(N3CCCCC3)n2)c1,generated,-7.4
AAII,0,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cc2ccccc2c(=O)[nH]1,generated,-7.4
AARB,0,Cc1ccc(S(=O)(=O)n2cc(C#N)c3ccccc32)cc1,generated,-7.4
AASW,0,CCC1CCC(C(=O)Nc2nnc(-c3ccncc3)o2)CC1,generated,-7.4
ABJI,0,CC(C)COc1cc(-c2ccco2)ccc1C(=O)NC(C(F)(F)F)C(F)(F)F,generated,-7.4
AAXI,0,NC1=NC(c2cccc(C(F)(F)F)c2)(N2CCOCC2)C(=O)N1,generated,-7.4
AAUV,0,Cc1cc(NC(=O)CSc2nnc(-c3ccccc3)n2C2CC2)on1,generated,-7.4
ABLS,0,CC1(C)CC(=O)C(CC(=O)Nc2ccc(-c3cccc(Cl)c3)cc2)=C(OCc2ccccc2)C1,generated,-7.4
ABKF,0,Nc1nc(SC(Cc2ccc(O)cc2)C(=O)O)n(S(=O)(=O)c2ccccc2)n1,generated,-7.4
AAMP,1,COc1ccccc1-c1cc(Nc2ccc(NC(C)=O)cc2)n(-c2ccccc2Cl)n1,generated,-7.4
AAND,1,CC(C)(C)c1ccc(NC(=O)Cc2ccccc2)cc1,generated,-7.4
AAGO,1,O=C(NCC(O)CN(Cc1ccccc1)C(=O)Cc1ccc(OCc2ccc(F)cc2)cc1)c1ccccc1,generated,-7.4
AAFE,1,CC(=O)Nc1ccc(Nc2cc(-c3ccccc3)ccc2NC(=O)c2ccccc2)cc1,generated,-7.4
AAGZ,1,CCOP(=O)(CO)NC(=O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12,generated,-7.4
AAGR,1,COc1ccc(NC(=O)CC2(C)Cc3ccccc3C2)cc1,generated,-7.4
AADS,1,Cc1cccc(N2Cc3ccccc3C(=NO)C2=O)c1,generated,-7.4
AANY,1,NC(=O)C(Nc1ccc2c(C=Cc3ccccc3)n[nH]c2c1)c1ccccc1,generated,-7.4
AAMD,1,CC(C)CN(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,generated,-7.4
AABO,1,CN1CCN(c2ccc3c(c2)OCCO3)CC1CCCCCOC(=O)c1ccc2c(c1)OCO2,generated,-7.4
AAOY,1,CC1=C(C(=O)OC(C)(C)C)C(=O)C(C)(C)CN1CC(O)C(Cc1ccccc1)NC(=O)O,generated,-7.3
AACP,1,CC(C)(C)CC(NC(=O)CC1OC(CO)C(O)C(O)C1O)C(=O)NC1CCCC1,generated,-7.3
AABV,1,CC(C)(C)c1ccc(NCc2ccc3ccccc3n2)cc1,generated,-7.3
AABQ,1,CC(C)(C)NC(=O)C(Cc1ccccc1)NCC(O)c1ccc2ccccc2n1,generated,-7.3
AAMF,1,CC(C)C(NC(=O)CC(O)(C(=O)O)c1ccccc1)c1ccccc1,generated,-7.3
AAOH,1,CC(=O)NC(CO)c1ccc(OCc2cccc(C(C)C)c2)cc1,generated,-7.3
AABD,1,CC1CCC(NC(=O)C2CCC(=O)NC(c3ccccc3)C2)CC1,generated,-7.3
AAES,1,CN(C)c1cccc(CNC(=O)c2cccc(OCc3ccccc3)c2)c1,generated,-7.3
AANJ,1,CC(=O)NC(CO)c1ccc(OCc2cc(C)nc(N(C)C)n2)cc1,generated,-7.3
AAFX,1,NC(=O)c1ccccc1NC(=O)CCC(c1ccccc1)c1ccccc1,generated,-7.3
AAKX,1,CNC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C(CCCNC(=O)OC)NC(=O)CCCCC(C)C,generated,-7.3
AABF,1,O=C(CC1CCCC1)Nc1cccc(OCC(=O)NC(Cc2ccccc2)c2ccccc2)c1,generated,-7.3
AADE,1,O=C(Cc1ccc(Oc2ccccc2)cc1)c1ccccc1,generated,-7.3
ABBQ,0,O=C(Nc1ccc2[nH]c(=O)c(=O)[nH]c2c1)c1ccc(Cl)cc1,generated,-7.3
AAUJ,0,NC(=O)c1cnc(NCc2ccccc2Cl)nc1Cc1ccc(F)cc1,generated,-7.3
AAII,1,O=C(Cc1ccc(Cl)cc1)N(Cc1ccccc1)Cc1cccc(Br)c1,generated,-7.3
AAWG,0,COc1ccc(-n2cc(COc3ccc(C(=O)NS(=O)(=O)c4ccco4)cc3)nn2)cc1,generated,-7.3
ABOK,0,CN(C)C(=O)CC1CCC(Oc2cc(-c3n[nH]c4ccccc34)ncn2)CC1,generated,-7.3
ABOM,0,Cc1ccc(C2=C(c3ccccc3)C(=O)N(CCc3ccc(O)cc3)C2=O)cc1,generated,-7.3
AAGS,0,O=C(c1ccc(Oc2cccnc2)cc1)n1c2ccccc2c2ccccc21,generated,-7.3
AAIA,0,O=C(Nc1nc2ccccc2[nH]1)c1ccc(-n2ccnc2)nc1,generated,-7.3
ABRD,0,CC(C)(C)OC(=O)N1CC(=Cc2cccc(OC(F)(F)F)c2)C(=O)NC1=O,generated,-7.3
ABLC,0,Cc1cc(Nc2ccc(Cl)c(C(=O)NCCO)c2)c2ccccc2n1,generated,-7.3
ABHI,0,Cc1cccc(CN2CCN(C3CCCC3)C(=O)C2=Cc2ccc(N(C)C)cc2)c1,generated,-7.3
ABAZ,0,CC(=O)N(Cc1ccc(C)cc1)C1CCN(c2ccccc2)CC1,generated,-7.3
AATZ,0,Cc1ccc(-c2nnc(NCc3ccccc3)s2)cc1NC(=O)C(C)C,generated,-7.3
AAZX,0,O=C(O)C1Cc2ccccc2CN1C(=O)c1ccc(Cl)c(Cl)c1,generated,-7.3
AAZW,0,COc1cc(C2CC(c3ccccc3)=NN2c2ccc(Cl)cc2)cc(OC)c1O,generated,-7.3
AAYR,0,O=C(O)C(Cc1ccccc1)C(CCN1C(=O)CCCC1=O)c1ccccc1,generated,-7.3
AAGV,1,CC(C)(C)c1ccc(C=Cc2ccc(OCc3ccccc3)cc2)cc1,generated,-7.3
ABFX,0,CC(C)(C)c1ccc(C(=O)NCC2(O)CC(c3ccccc3)CC2c2ccccc2)cc1,generated,-7.3
ABBN,0,Cc1cccc(CS(=O)(=O)c2ccc(C)c(C(=O)NC3CC3)c2)c1,generated,-7.3
ABNL,0,COc1ccc(S(=O)(=O)CC2C(=O)NC(=O)N(CC(=O)N3CCCC3)C2=O)cc1,generated,-7.3
AAAU,1,NS(=O)(=O)c1ccc(C(=O)Nc2ccc(NC(=O)CCC(CC(=O)O)C(=O)O)cc2)cc1,generated,-7.2
AAAG,1,O=C(Nc1ccc2c(c1)OCO2)C1CC2CCCCC2CN1CCCO,generated,-7.2
AAEG,1,CC(C)(C)OC(=O)N1CCC(NCC(O)CN2CCN(c3ccccc3C(C)(C)C)CC2)CC1,generated,-7.2
ABKA,0,CC(C)(C)NC(=O)Nc1ccccc1NC(=O)NC1CCCCC1O,generated,-7.2
ABKI,0,CC(C)C(NC(=O)Cc1ccc(Cl)c(Cl)c1)c1nc2ccccc2[nH]1,generated,-7.2
AAKR,0,CCC(CC)N(C)c1cc(C)c(C)c(C)c1Sc1ccc(OC)cc1,generated,-7.2
AAPB,0,NC(=Nc1ccc(-n2ccc3ccccc32)cc1)NCc1ccccc1,generated,-7.2
ABBD,0,COc1cccc(-c2cc3c([nH]2)CCN(c2ncccn2)CC3)c1,generated,-7.2
ABSE,0,O=c1c2ccccc2nnn1-c1c(F)cc(F)cc1F,generated,-7.2
AAUW,0,O=C(Nc1ccc(C(F)(F)F)cc1)c1ccccc1C(=O)C1CCCCC1,generated,-7.2
AAYT,0,Cc1nc(O)c(C(=O)Nc2ccc(Oc3ccccc3)cc2)nc1C,generated,-7.2
AAYE,0,O=C(Nc1ccc(Br)cn1)c1ccc(-c2cccnc2)[nH]c1=O,generated,-7.2
ABEP,0,CC1=C(Cc2cccc(N3CCCC3)c2)C(=O)C(C)=C(c2ccccc2)C1=O,generated,-7.2
AAVK,0,CC(=O)NCC1CN(c2cc(C(F)(F)F)ccc2C(F)(F)F)CCO1,generated,-7.2
AASK,0,O=C(Cc1ccc(Cl)cc1)NNC(=O)CC(c1ccccc1)c1ccc(F)cc1,generated,-7.2
AANJ,0,N#Cc1ccccc1-c1ccc(-c2ccc(C(=O)NC3CC3)cc2)cc1,generated,-7.2
AAWJ,0,Cc1ccc(-c2nc3ccccc3c3cc(C)ccc23)c(C)c1,generated,-7.2
AADD,1,CN(C)c1ccc(Nc2cc(-c3ccccc3)cc([N+](=O)[O-])c2)cc1,generated,-7.2
AAZP,0,Nc1ccc2c(c1)C(=O)NC2c1cc(Cl)c2ccccc2c1,generated,-7.2
AAGQ,1,NC(=O)C(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1,generated,-7.2
AASY,0,CC(C)C(CO)NC(=N)Nc1ccc(NC(=O)Nc2cccc3ccccc23)cc1,generated,-7.2
AAAV,0,Cc1ccc(NC(=O)CN2C(=O)CC(C)C2=O)cc1C,generated,-7.2
AAQP,0,Cc1cc(NC(=O)C(C)Oc2ccc3c(c2)OCO3)sc1C,generated,-7.2
ABCS,0,CC1CCCN(S(=O)(=O)c2ccc3nnc(-c4ccco4)n3n2)C1,generated,-7.2
ABBR,0,O=C(O)C1(Cc2ccc3c(c2)OCO3)CCCCC1,generated,-7.2
ABIP,0,COc1ccc(CN(C)C(=O)NCc2cccc(Oc3ccccc3)c2)cc1,generated,-7.2
AADT,0,C=C1C(O)CC(=C(c2ccccc2)c2ccc(Cl)cc2)C2CCC1O2,generated,-7.2
ABKT,0,COc1ccc(C=CC(=O)NCCc2ccc(OCc3cccc(C(=O)O)c3)cc2)cc1,generated,-7.2
AAIZ,1,CCCC(CC)c1ccccc1C1CCN(Cc2cccc(OC)c2)CC1,generated,-7.2
ABET,0,COc1ccc(C(=O)c2c(C)nn(Cc3ccc(F)cc3)c2N)cc1OC,generated,-7.2
ABBC,0,COc1ccc(C(C)NC(=O)Cc2c(C)n[nH]c2C)cc1,generated,-7.2
ABFE,0,O=C(C(=Cc1ccco1)N1CCN(c2ccccc2)CC1)c1ccccc1,generated,-7.2
ABQN,0,CC(C)=CCCC(C)=CCCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC4(C)C3CCC12C,generated,-7.2
ABHA,0,CN1C(=O)CC(C)(C2CCN(C(=O)COc3ccc(OC(F)(F)F)cc3)CC2)NC1=O,generated,-7.2
ABCT,0,CC(Oc1ccccc1)C(=O)Nc1ccc(-n2ccnc2)nc1,training,-7.2
ABBT,0,CCCCCCCCCCCCCCC(=O)Nc1cccc(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)c1,generated,-7.2
AACW,1,Cc1cccc(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1,training,-7.1
AAJN,1,O=C(CCC(O)(Cc1ccccc1)c1ccccc1)c1ccccc1,generated,-7.1
AACC,1,CC(C)CN(Cc1ccccc1)C(=O)Cc1ccccc1,generated,-7.1
AAKU,1,CCN(CC(C)C)C(=O)c1cccc(C(=O)NC2CCCC2)c1,generated,-7.1
AANA,1,COc1ccc(-c2cc(Nc3ccc(NC(C)=O)cc3)cc([N+](=O)[O-])c2)cc1,generated,-7.1
AAIH,1,O=[N+]([O-])c1ccc(NCc2ccccc2[N+](=O)[O-])cc1,generated,-7.1
AAEC,1,CC(C)=CCCC(C)=CCCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC4(C)C3CCC12C,generated,-7.1
AABC,1,COC(=O)c1ccccc1NCC1=NC=CC=C2C=CC(OC)=CC=C21,generated,-7.1
AAHT,1,CC(C)(C)NC(=O)C(CC(CO)NC(=O)c1ccc2ccccc2n1)C(=O)NCCCCCc1ccccc1,generated,-7.1
AAFP,1,CCOP(=O)(COc1ccc(Nc2cc(OC)cc(OC)cc2=O)cc1)C(=O)OC,generated,-7.1
AAEW,1,NC(=O)C(c1ccccc1)c1cccc(C2CC(F)C(F)C2)c1,generated,-7.1
AADZ,1,CC(C)CC(NC(=O)OCc1ccccc1)C(O)CN(CC(C)C)C(=O)C(C)(C)C,generated,-7.1
AAMR,1,CCOC(=O)Nc1ccc(Nc2nc(Nc3ccccc3OC)nc(-c3ccccc3)n2)cc1,generated,-7.1
AAAA,1,Cc1ccc(CNc2ccc(CC(=O)NCc3ccccc3C)cc2)cc1,generated,-7.1
ABCK,0,Cc1ccc2[nH]nc(NCc3ccc(-c4ccccc4)cc3)c2c1,generated,-7.1
AALK,0,Cc1ccccc1NC(=O)c1nnc(-c2cccc(Cl)c2)o1,generated,-7.1
ABFJ,0,COc1ccc(C=CC(=O)N2C(C)=C(C(C)C)CCC2(C)C)cc1,generated,-7.1
AAEO,0,COc1ccc(-c2cnc3cc(-c4ccncc4)ccc3c2)cc1,generated,-7.1
AANR,0,NC(=O)c1ccc(-c2nc(-c3ccc(Cl)cc3)n[nH]2)cc1,generated,-7.1
ABQZ,0,O=C(C=Cc1ccco1)NC1(c2ccc(C(F)(F)F)cc2)CCCCC1,generated,-7.1
ABOA,0,CS(=O)(=O)N1CCC(C(=O)NC(C(=O)NO)C2CCCCC2)C1,generated,-7.1
AAOF,0,Cc1ccc2[nH]c3[nH]c(=O)cc(C(F)(F)F)c3c2c1,generated,-7.1
ABCX,0,COC(=O)c1ccc(C(=O)CC(=O)Nc2ccccc2OC)cc1,generated,-7.1
ABGO,0,CC(C)(C)c1ccc(OCCC(=O)N2CCC3(CC2)OCCO3)cc1,generated,-7.1
AAED,0,O=[N+]([O-])c1ccc(NCc2ccccc2[N+](=O)[O-])cc1,generated,-7.1
ABAW,0,CC1(C)CCC(CN2CCC(c3ccc(C#N)cc3)CC2)CC1,generated,-7.1
AAHN,0,CC(C)(C)c1cccc(C2CC(c3ccc(F)cc3)=NO2)c1,generated,-7.1
AAIE,0,CC(NC(=O)c1cccc(O)c1)c1ccccc1S(C)(=O)=O,generated,-7.1
AAUL,0,Cc1ccc(C(NC(=O)c2ccc(C)o2)c2ccc(Br)cc2)cc1,generated,-7.1
AAWA,0,Cc1cc(C)nc(Nc2cc(-c3ccccc3)c(=O)n(C)c2C#N)n1,generated,-7.1
AADP,0,Cn1cc(-c2ccc(-n3cc(C(F)(F)F)nn3)cc2)ccc1=O,generated,-7.1
