id,gen,smile,source,weight,score
AAEU,3,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1)C(=O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12,generated,834.027,-8.6
AABI,3,COc1ccc(O)c(O)c1C(=O)CC(C)C1CCC2C(=C(C)C(C)=NC3C2CCC2C(C)(C)C(O)CCC32C)C1,generated,551.7680000000003,-8.6
AAAM,1,CC(C)(C)CCc1ccc(CNc2cc(-c3ccccc3)ccc2N2CCN(C(=O)c3ccccc3)CC2)cc1,generated,531.7440000000004,-8.6
AAHP,2,O=C(O)CC1Cc2ccccc2CC1C(=O)NC(Cc1ccccc1)C(=O)O,generated,381.4280000000001,-8.6
AAJI,2,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc(F)c(C(F)(F)F)c1,generated,355.375,-8.6
AAHE,1,CC1(C)CC=C(Cc2ccccc2)CCCC(C(C)(O)CC(O)COC2OC(CO)C(O)C(O)C2O)CC1,generated,536.7060000000001,-8.6
AAMV,0,O=C(NCCC(O)(c1ccccc1)c1ccccc1)Nc1ccccc1,generated,346.43000000000006,-8.6
AAIM,0,O=C(Nc1ccc(-c2cccc(C(F)(F)F)c2)cc1)n1ccc(=O)c(=O)[nH]c1=O,generated,403.3160000000001,-8.6
ABMO,0,CC(C)(C)c1ccccc1N1CCN(c2ccc(N3CCN(CC(=O)N4CCCCCC4)CC3)c(Nc3ccccc3)c2)CC1,generated,608.8750000000005,-8.6
AAAN,0,CC1CCC(NC(=O)c2ccc(CNC(=O)c3cc(C(C)(C)C)cc(C(F)(F)F)c3)cc2)CC1,generated,474.56700000000023,-8.6
AAKO,1,CC(C)N(Cc1ccccc1)C(=O)C(NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(Cl)cc1,generated,537.0340000000003,-8.6
AAOX,1,CC(C)C(CP(=O)(O)CC(Cc1ccccc1)C(=O)O)NC(=O)CC(O)(C(=O)O)c1ccccc1,generated,505.50400000000025,-8.6
AAFF,2,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(N)=O)NC(=O)c1ccc(O)cc1)C(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCc1ccccc1,generated,975.16,-8.6
AAJY,2,NC(=O)C(Cc1ccc(O)c(O)c1)CP(=O)(O)CC(Cc1ccccc1)C(=O)O,generated,421.38600000000014,-8.6
AAGI,1,CC(C)(C)N(Cc1ccc(Cl)cc1)Cc1ccc(CNC(=O)c2ccc(Cc3ccccc3)cc2)cc1,generated,511.10900000000026,-8.5
AAIE,2,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc(N)cc1,generated,600.7200000000001,-8.5
AAAE,0,NC(=O)c1ccc(NC(=O)C(CC(=O)O)NC(=O)c2cc(-c3ccccc3)ccc2Cl)nn1,generated,467.86900000000014,-8.5
AAPH,0,CN(C)c1cncc(C2CC3CCC(C2)N3CC(O)CNC2CCN(C(=O)OC(C)(C)C)CC2)n1,generated,488.6770000000003,-8.5
AAOP,1,COC(=O)NC(C(=O)NC(Cc1ccc(-c2ccccc2-c2ccc(CNC(=O)OC(C)(C)C)cc2)cc1)C(O)CNC(C)(C)C)c1ccccc1,generated,708.9000000000002,-8.5
AAAG,2,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc(O)cc1,generated,601.7040000000003,-8.5
AAFU,3,CC1CCC2(C)C(CCC3(C)C(O)CCC3(C)C(C)C)CCC12,generated,320.5610000000001,-8.5
AAEN,3,COc1ccc(F)c(NC(=O)C2CC(=O)N(C)C2CC(=O)NC(Cc2ccccc2)C(O)C(C)(C)C)c1,generated,513.6100000000002,-8.5
AAAY,1,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccccc1,training,269.388,-8.5
AAEP,2,CC(C)(C)NC(=O)CCC(=O)NC1CC2CCCCC2CC1C(=O)NC(Cc1ccccc1)C(=O)O,generated,499.6520000000002,-8.5
AANQ,1,CC(C)CC(=O)N(CC(C)C)CC(O)C(NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccccc1,generated,526.6520000000004,-8.5
AAJL,2,O=C(C=Cc1ccc(O)c(O)c1)N(Cc1ccc(Br)cc1)c1ccccc1,generated,424.29400000000004,-8.5
ABSL,0,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,hiv,567.7960000000003,-8.5
AALY,1,CC(C)(C)NC(=O)C1CN(Cc2ccccc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC(CO)c1ccccc1,generated,600.8040000000003,-8.5
AADC,3,CC(C)CC(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,generated,418.5150000000001,-8.5
AADK,3,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)c1ccc(C(=O)NC(CC(=O)O)C(=O)O)cc1,generated,483.52100000000024,-8.5
AAJS,2,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)c1ccc(O)cc1)C(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)c1ccc(N)s1,generated,857.0029999999997,-8.5
AACW,3,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccccc1,training,269.388,-8.5
AAWR,0,CC(C)N(Cc1ccc(C(N)=O)cc1)Cc1cccc2ccccc12,generated,332.44700000000006,-8.5
AAGH,3,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)C(=O)O,generated,552.6930000000003,-8.5
AAGF,2,NC(=O)C(Cc1ccc(OCc2ccccc2)cc1)CP(=O)(O)CC(Cc1ccccc1)C(=O)O,generated,495.5120000000002,-8.5
AAIM,3,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,generated,551.6650000000003,-8.4
AAAQ,1,CC(C)(C)c1ccc(NC(=O)C(Cc2ccccc2)NC(=O)c2ccccc2)cc1,generated,400.52200000000005,-8.4
ABPQ,0,Cc1cccc(NS(=O)(=O)c2c(CNc3ccc(C(=O)N(C)C)cc3)cc(C)nc2C)c1,generated,452.5800000000002,-8.4
AAAP,0,CC(C)C(NC(=O)CC(O)(C(=O)O)c1ccccc1)C(c1ccccc1)c1ccccc1,generated,431.5320000000001,-8.4
AACK,2,COC(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)N(CC(C)C)CC(O)C(Cc1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1,generated,1030.236,-8.4
AACN,2,CCC(=O)NCCNC(=O)C(CC)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)c1ccccc1,generated,794.8669999999998,-8.4
AABU,3,COc1ccc(C(=O)Nc2cccc(C(=O)NC(Cc3ccccc3)C(=O)O)c2)cc1,generated,418.4490000000001,-8.4
AAGU,2,CC(C)(C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)c1ccc(O)cc1,generated,584.6300000000005,-8.4
AAAH,2,O=C(O)C(Cc1ccccc1)N(Cc1ccccc1)C(=O)C=Cc1ccc(O)c(O)c1,generated,417.4610000000002,-8.4
AAOM,1,O=C(O)C(=O)Nc1ccc(Oc2cccc(C(=O)N3CCc4ccccc4C3)c2)cc1,generated,416.43300000000016,-8.4
AAHZ,2,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccccc1)Cc1ccc(OCc2ccccc2)cc1,generated,705.9210000000002,-8.4
ABQT,0,CN(C)C(=O)C(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1,generated,358.48500000000007,-8.4
AAOR,1,CC(C)(C)NC(=O)C1CN(Cc2ccc(C(F)(F)F)cc2)CC1CNCCCNC(=O)c1ccc2ccccc2n1,generated,569.6720000000003,-8.4
AAKH,2,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,generated,551.6650000000003,-8.4
AAME,1,CC1CCC(NC(=O)C(Cc2ccccc2)NC(=O)c2ccc(CNC(=O)c3ccccc3)cc2)CC1,generated,497.6390000000003,-8.4
AAPB,1,CC(C)(C)NC(=O)C(Cc1ccccc1)NP(=O)(O)CC(Cc1ccccc1)C(=O)O,generated,446.4840000000002,-8.4
AAOG,1,CC(C)N(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc2c(c1)OCO2,generated,562.6410000000003,-8.4
AANU,1,CC(C)C(NC(=O)CC(O)(C(=O)O)c1ccccc1)C(c1ccccc1)c1ccccc1,generated,431.5320000000001,-8.4
AAHS,1,CC(C)(C)c1ccc(NCc2cccc(-c3cccc(-c4ccccn4)c3)c2)cc1,generated,392.54600000000005,-8.4
AAIB,1,CC1(C)CC=C(COC2=CC=C(C(=O)OC3OC(CO)C(O)C(O)C3O)C(Cc3ccccc3)C(O)=C2)CC1,generated,542.6250000000001,-8.4
AAIA,1,CC(C)=CC(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccccc1)Cc1ccccc1,generated,442.6030000000002,-8.4
AAHI,1,O=C(NCCC(O)(c1ccccc1)c1ccccc1)c1ccccc1,generated,331.4150000000001,-8.4
AAIM,2,O=C(NCCC(O)C(Cc1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1)c1ccccc1,generated,478.59200000000016,-8.4
AACS,1,CC(C)c1ccc(S(=O)(=O)NC(C)C(Nc2ccc3c(C=Cc4ccccc4)nccc3c2)c2ccccc2)cc1,generated,561.7510000000002,-8.4
AAIG,2,Cc1ccc(OCC(O)CN(Cc2ccc(-c3ccccc3)cc2)C(=O)NC2COCCO2)cc1,generated,476.5730000000002,-8.3
AACJ,2,CC(C)(C)OC(=O)NCCC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,generated,635.6750000000003,-8.3
AAIR,2,O=C(NCC(=O)N(Cc1ccccc1)Cc1ccc(F)cc1)c1ccccc1,generated,376.4310000000001,-8.3
AAHI,2,O=C(CC12CC3CC(CC(C3)C1)C2)NC1CCCC1,generated,261.409,-8.3
AAGE,1,CC(C)(C)N(Cc1ccccc1)C(=O)c1ccc(NC(=O)C(CC(=O)O)NC(=O)c2ccccc2)cc1,generated,501.58300000000025,-8.3
AAFK,1,CC(=O)NC(CCC(C)C)C(=O)NC(Cc1ccccc1)C(O)CN(CC(C)C)C(=O)OC1COC2OCCC12,generated,561.7200000000001,-8.3
AADO,3,O=C(Nc1ccccc1)NC12CC3CC(CC(C3)C1)C2,training,270.376,-8.3
AACQ,1,CC(=O)NC(CO)c1ccc(OCc2cccc(-c3ccccc3)c2)cc1,generated,361.44100000000003,-8.3
AAFT,2,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)COC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,generated,563.6290000000002,-8.3
AALB,1,CC(=O)NC(CC1CC2CCCC2C1)NC(=O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12,generated,513.6350000000003,-8.3
AAJM,1,CC(C)(C)CNC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccccc1,generated,452.55500000000023,-8.3
AADF,1,CC(C)(C)CNC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)OC1COC2OCCC12,generated,872.0769999999999,-8.3
AAON,1,CN(C)C(=O)C(c1ccccc1)N(Cc1ccccc1)Cc1cccc2ccccc12,generated,408.54500000000013,-8.3
AALJ,1,CC(=O)NC(C(=O)NC(Cc1cnc[nH]1)c1ccccc1)C(c1ccccc1)c1ccccc1,generated,452.5580000000001,-8.3
AADN,1,CN(C)C(=O)C(c1ccccc1)N(CC(F)C(S)C(Cc1c[nH]c2ccccc12)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,generated,739.892,-8.3
AABX,1,O=C(CC12CCCC1CC(c1ccccc1)CC2)NCc1ccc(CC(=O)Nc2ccccc2)cc1,generated,480.65200000000027,-8.2
ABGP,0,Cc1ccc(C(c2nnnn2C(C)(C)C)N2CCN(c3ccccc3)CC2)cc1,generated,390.53500000000014,-8.2
AADU,2,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)c1ccc(NCc2ccccc2)cc1)C(=O)OC1COC2OCCC12,generated,601.7440000000001,-8.2
ABJF,0,Fc1cccc(CNC(=NC2CCC(F)C2)N2CCc3ccccc3C2)c1,generated,369.4590000000001,-8.2
AAFQ,1,O=C(NC(=NS(=O)(=O)c1ccccc1)NCc1cccc(C(F)(F)F)c1)OC1CCOC1,generated,471.4570000000002,-8.2
AAEH,2,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCCC1,generated,591.7529999999999,-8.2
AAEI,2,CC(C)C(NS(=O)(=O)c1ccc(NCc2ccccc2)cc1)C(=O)NC(Cc1ccccc1)C(=O)O,generated,509.6280000000002,-8.2
ABKL,0,CC(C)(C)N(Cc1cc(F)cc(F)c1)CC(O)c1ccc(O)c(O)c1,generated,351.39300000000003,-8.2
AAFJ,2,CC(C)(C)NC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,generated,411.5020000000001,-8.2
AALA,2,O=C(NC(Cc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NCC1CCCC1)c1ccc(NCc2ccccc2)cc1,generated,636.8810000000004,-8.2
AAKK,2,CCC(=O)NCCCC1CCN(C(=O)NC2CCCCC2C)CC(O)C(Cc2ccccc2)NC(=O)OC1Cc1ccccc1,generated,620.8350000000002,-8.2
AAVA,0,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1cn(C)c(=O)[nH]1)c1ccccc1,generated,456.5680000000002,-8.2
AABW,2,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,generated,443.5250000000002,-8.2
AAEW,3,CC(C)CC(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1ccccc1)C(O)CO,generated,434.5580000000001,-8.2
AABD,2,O=C(C=Cc1ccc(O)cc1O)N(Cc1ccccc1)C1CCC2CCCCC2C1,generated,405.5380000000003,-8.2
AAIT,2,CC(C)(C)OC(=O)NCCCCCNC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc(N)cc1,generated,729.8789999999998,-8.2
AACK,1,CC(C)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CC1CCCC1)NS(=O)(=O)c1ccc(C(CN)NCCO)cc1,generated,626.8240000000002,-8.2
AAAF,3,CC(C)CC(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1ccccc1)C(N)=O,generated,417.5310000000001,-8.2
AADZ,3,CC(C)CC(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1ccccc1)C(O)COC1COC2OCCC12,generated,546.6860000000001,-8.2
AADY,1,CC(C)S(=O)(=O)NC(=O)C(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1,generated,436.5770000000002,-8.2
AALM,1,CC(=O)Nc1ccc(OCc2cc(-c3ccccc3)ccc2NC(=O)c2ccc(C)cc2)cc1,generated,450.5380000000001,-8.2
AAAC,1,O=C(C=Cc1ccc(OCc2ccccc2)cc1)N(Cc1ccccc1)Cc1ccccc1,generated,433.5510000000002,-8.2
AAHR,1,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1,generated,471.60100000000017,-8.2
AAIC,2,CC(C)C(O)CC(CC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,generated,390.4360000000001,-8.1
AAKC,2,O=C(C=Cc1ccc(OCCc2ccc(F)cc2)cc1)N(Cc1ccccc1)Cc1ccc(OCc2ccccc2)cc1,generated,571.6920000000003,-8.1
AAIW,2,CC(C)(C)OC(=O)NCCCC1CCCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)NCCc1ccccc1,generated,721.943,-8.1
AACX,1,CC(C)(C)c1ccc(NC(=O)Nc2cccc(NC(=O)c3ccc(C(F)(F)F)cc3)c2)cc1,generated,455.4800000000001,-8.1
AAMO,1,CC(C)C(NC(=O)c1ccc(NC(=O)C(NS(=O)(=O)c2ccccc2)c2ccccc2)cc1)C(=O)NC(Cc1cnc[nH]1)c1ccccc1,generated,678.815,-8.1
AADL,1,CC(C)(C)NC(=O)C1CN(Cc2ccccc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,training,612.8150000000003,-8.1
AAKM,2,CC(C)(C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1,generated,586.7360000000003,-8.1
AAHE,2,O=C(C=Cc1ccc(O)c(O)c1O)N1CCCCCC1CN(Cc1ccccc1)Cc1ccccc1,generated,486.6120000000002,-8.1
AAHC,1,CC(C)(C)c1ccc(-c2nn(CC3CCN(Cc4ccccc4)CC3)c(=O)[nH]2)cc1,generated,404.55800000000005,-8.1
ABCM,0,CC1(C)CC=C(COc2ccc3c(C=Cc4ccccc4)n[nH]c3c2)CCCC1,generated,386.5390000000002,-8.1
AADM,1,CC1CCCC(CNc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)C1,generated,388.5190000000001,-8.1
AAGT,2,CC(C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(Cc1ccccc1)NC(=O)c1ccc(N)cc1,generated,488.58800000000025,-8.1
AADM,3,CC(C)(C)NC(=O)C1CCN(C(=O)CCC(NC(=O)C(Cc2ccccc2)NC(=O)OC2CCCC2)c2ccccc2)CC1,generated,604.7920000000003,-8.1
AAAN,2,N=C(N)c1ccc(OC(CO)C(Cc2ccccc2)NC(Cc2ccccc2)C(=O)NC(CC(=O)O)C(=O)O)cc1,generated,562.6230000000003,-8.0
AABZ,2,NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(Cc1ccc(O)c(O)c1)C(=O)O,generated,388.3760000000001,-8.0
AACP,3,CC(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12,generated,543.705,-8.0
AAFC,2,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,generated,404.48800000000017,-8.0
AAAX,2,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,generated,412.4860000000001,-8.0
AAGS,3,CC1(C)CCCC2(C)C(CCC3CCCC3)CCCC12,generated,276.5079999999999,-8.0
AAJD,1,N#Cc1cccc(NCC(O)C(Cc2ccccc2)NC(=O)c2ccccc2)c1,generated,385.4670000000001,-8.0
AAHB,1,CC(=O)NC(CO)c1cccc(OCc2cccc(C(F)(F)F)c2)c1,generated,353.34,-8.0
AADY,3,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,generated,404.48800000000017,-8.0
ABFR,0,CC(=O)Nc1ccc(Nc2cc(-c3ccccc3)ccc2-c2ccc(C)cc2)cc1,generated,392.5020000000001,-8.0
AALD,1,CC(=O)NC(CC(C)C)C(O)CN(Cc1ccc(NC(=O)OC(C)(C)C)cc1)C(c1ccccc1)c1ccccc1,generated,559.7510000000002,-8.0
AAEX,3,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc(C(=O)NC2CCCCC2)cc1,generated,394.5590000000002,-8.0
AALC,2,O=C(NCCC(O)C(Cc1ccccc1)C(=O)O)C1CC2CCC(C1)N2CCCCn1ccc2cc(F)ccc21,generated,549.6870000000005,-8.0
ABSS,0,CCOP(=O)(COc1ccc(CC(NC(=O)OC2COC3OCCC23)C(O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)cc1)OCC,hiv,728.7980000000002,-8.0
AACM,1,CC(C)(C)NC(=O)C1CN(Cc2ccccn2)CCN1CC(O)C(Cc1ccccc1)NC(=O)c1ccc2ccccc2n1,generated,594.7600000000002,-8.0
ABOP,0,CC1=C(C(=O)OC(c2ccccc2)c2ccccc2)C(C)(C)CN1CC(O)COCc1ccccc1,generated,485.62400000000036,-8.0
AAIL,1,CC(C)=C(CC(O)C(O)C(O)C(O)c1ccccc1)C(=O)NC1c2ccccc2CC1O,generated,441.52400000000017,-8.0
AAEB,1,CCSc1ccccc1C(=O)NC(C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(O)CN(CC(=O)O)CC(C)C)C(C)C,generated,644.8350000000002,-7.9
AAHR,2,O=C(OCCC(CO)(c1ccccc1)c1ccccc1)c1ccc(O)c(O)c1,generated,378.42400000000015,-7.9
AAID,2,CC1(C)CCCC2(C)C(CCC3CCCC3)CCCC12,generated,276.5079999999999,-7.9
AACW,2,CCOC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,generated,384.4320000000002,-7.9
AAKW,1,CC(C)(C)c1ccccc1N1CCN(Cc2cccc(C(F)(F)F)c2)CC1,generated,376.46600000000007,-7.9
AAIQ,1,Cc1cccc(NS(=O)(=O)c2ccc(CNC(=O)c3cccc(C)c3)cc2)c1,generated,394.4960000000001,-7.9
AACT,1,CC(C)CN(CC(O)C(CC(N)=O)NC(=O)OC1COC2OCCC12)S(=O)(=O)O,generated,439.4870000000002,-7.9
AAHV,1,O=C(CC12CC3CC(CC(C3)C1)C2)NCc1ccccc1,training,283.41499999999996,-7.9
AAEL,2,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)c1ccc(O)cc1,generated,568.6310000000004,-7.9
ABSP,0,CCCC1(CCc2ccccc2)CC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,hiv,602.6750000000001,-7.9
AAFT,1,CC(C)(C)NC(=O)C(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1,generated,386.5390000000001,-7.9
AAGJ,1,Cc1cccc(NS(=O)(=O)c2ccc(NC(=O)c3cc(C)cc(C(F)(F)F)c3)cc2)c1,generated,448.4660000000001,-7.9
ABTE,0,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,manual,613.8030000000003,-7.9
AAJZ,0,CC(C)(C)c1ccc(-c2cc(OCc3cccc(C(=O)O)c3)c(CC(=O)O)s2)cc1,generated,424.51800000000014,-7.9
AAFG,2,CCC(=O)NCCNC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)c1ccc(N)cc1,generated,610.6720000000001,-7.9
ABTG,0,COC(=O)NC(C(=O)NCCCCC(CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,manual,624.8040000000002,-7.9
ABSR,0,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,hiv,613.8030000000003,-7.9
AAEU,1,CC(=O)NC(C(=O)NC(Cc1cn(C)c(=O)[nH]1)c1ccccc1)C(C)(C)C,generated,372.4690000000001,-7.9
AAKY,2,CC(C)(C)OC(=O)NC1CCCCC1C(=O)NC(Cc1ccccc1)C(=O)O,generated,390.4800000000001,-7.8
AACZ,1,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccccc1,generated,438.5280000000002,-7.8
AAEX,1,CC(C)S(=O)(=O)Nc1ccc(-c2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3)c2)cc1,generated,476.5200000000001,-7.8
ABSY,0,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,manual,567.7960000000003,-7.8
AAMN,1,CC1(C)CC=C(COc2ccc(CCc3ccccc3)cc2)CCCC1,generated,348.53000000000014,-7.8
AAII,3,CC1(C)CC(O)CCC2(C)C(CCC3CCCC3)CCCC12,generated,306.53400000000005,-7.8
AANY,0,CS(=O)(=O)N1CCCC(c2nnnn2-c2ccc(F)cc2)C1,generated,325.3690000000001,-7.8
AAXD,0,CN(C(=O)C1(Nc2ncccn2)CC1)c1cccc2ccccc12,generated,318.38000000000005,-7.8
AAJQ,1,CC(C)(C)CC(NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccccc1,generated,397.49300000000005,-7.8
ABST,0,COC(=O)NC(C(=O)NCCCCC(CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,hiv,624.8040000000002,-7.8
AAEV,2,CC(C)(C)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc(N)cc1,generated,453.54300000000023,-7.8
AAGV,2,CCC(NC(=O)c1ccc(N)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC,generated,382.46400000000006,-7.8
ABRH,0,CC(C)(C)n1c(Cc2ccccc2)nc2ccccc2c1=O,generated,292.3820000000001,-7.8
AALN,0,CC(C)(C)C(=O)NC(=Nc1ccc([N+](=O)[O-])cc1)NS(=O)(=O)c1ccc(C(F)(F)F)cc1,generated,472.4450000000001,-7.8
ABTF,0,CCOP(=O)(COc1ccc(CC(NC(=O)OC2COC3OCCC23)C(O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)cc1)OCC,manual,728.7980000000002,-7.8
AABG,3,CC1(C)CCCC2(C)C(CCC3(C)C(O)CCC3(C)C)C12,generated,292.507,-7.8
AAGM,1,O=C(C=Cc1ccc([N+](=O)[O-])cc1)N(Cc1ccccc1)Cc1ccccc1,generated,372.4240000000001,-7.8
AAFI,0,O=C(CC12CC3CC(CC(C3)C1)C2)NCc1ccccn1,training,284.40299999999996,-7.8
ABTC,0,CCCC1(CCc2ccccc2)CC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,manual,602.6750000000001,-7.8
AAHO,3,O=C(NCC1(c2ccccc2)CC1)NC1CC2CCCCC2CN1,generated,327.4720000000001,-7.8
AAHM,2,O=C(NC1CCCC1)C1CC2CCC(C1)N2CCCCCCn1ccc2ccccc21,generated,421.6290000000002,-7.8
ABRA,0,O=C(Nc1ccccc1)Nc1cc(-c2ccccc2Cl)n(-c2ccccc2)n1,generated,388.858,-7.8
AACT,2,O=C(NCC1(c2ccccc2)CC1)C(Cc1ccccc1)C(=O)NC1c2ccccc2CC1C(=O)NCCc1ccc(OCc2ccccc2)cc1,generated,691.8720000000002,-7.8
AACV,2,O=C(C=Cc1ccc(O)cc1O)N(Cc1ccc(O)cc1)CC1CCCCC1,generated,381.47200000000026,-7.8
AAMI,1,CC1CN(Cc2ccccc2)CC(CO)N1CC(O)COc1ccc2ncccc2n1,generated,422.5290000000001,-7.8
